"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
36C0001296,ORANGE ASC LTD,3600 STELZER RD STE 100,COLUMBUS,OH,43219,,(614) 827-0565,99,1,0,99,94,5,1,97,94,5,1,98,96,4,0,99,3,491,128,26,10/01/2024,09/30/2025
36C0001297,TRISTATE SURGERY CTR,405 S. 3RD ST,IRONTON,OH,45638,,(740) 442-7959,98,2,0,99,97,2,1,98,94,5,1,97,95,4,1,98,,920,279,30,10/01/2024,09/30/2025
36C0001298,ENDOSCOPY CENTER OF DAYTON LTD,4200 INDIAN RIPPLE RD,BEAVERCREEK,OH,45440,,(937) 320-5050,97,3,0,98,92,6,2,95,87,9,4,94,86,12,2,94,,1222,369,30,10/01/2024,09/30/2025
36C0001299,GEMINI SURGERY CENTER LLC,1210 GEMINI PL STE 301,COLUMBUS,OH,43240,,(419) 843-1369,99,1,0,100,96,1,3,97,93,5,2,97,93,5,2,97,"3,6",376,97,26,10/01/2024,09/30/2025
36C0001300,ST MINA INTERVENTIONAL PAIN CENTER,1621 EAST MARKET ST SUITE B,WARREN,OH,44483,,(330) 367-5188,96,4,0,99,85,15,0,92,88,12,0,96,83,17,0,95,"3,10",595,43,7,10/01/2024,09/30/2025
36C0001301,LANCASTER SPECIALTY SURGERY CENTER,3056 COLUMBUS LANCASTER ROAD NW,LANCASTER,OH,43130,,(740) 974-2731,97,3,0,99,92,7,1,95,92,7,1,96,89,9,2,95,,748,255,34,10/01/2024,09/30/2025
36C0001302,SURGERY CENTER AT CORPORATE WAY LLC,"7076 CORPORATE WAY, SUITE 202",DAYTON,OH,45459,,(937) 434-4111,98,2,0,99,92,3,5,94,89,9,2,96,90,7,3,94,3,783,231,30,10/01/2024,09/30/2025
36C0001303,ANDERSON ENDOSCOPY CENTER,7661 BEECHMONT AVE SUITE 100,CINCINNATI,OH,45255,,(513) 624-4150,98,2,0,99,93,6,1,96,89,9,2,95,89,8,3,95,,778,183,24,10/01/2024,09/30/2025
36C0001304,GYPSY LANE ENDOSCOPY SUITES INC,630 GYPSY LANE,YOUNGSTOWN,OH,44505,,(330) 743-9255,97,2,1,98,89,8,3,93,82,14,4,92,77,18,5,90,"3,6",376,88,23,10/01/2024,09/30/2025
36C0001305,FRESENIUS VASCULAR CARE CINCINNATI ASC DBA AZURA SURGERY CENTER,4600 SMITH ROAD SUITE A4,CINCINNATI,OH,45212,,(513) 351-2494,98,1,1,99,95,4,1,98,93,5,2,95,85,12,3,93,"3,6",717,89,12,10/01/2024,09/30/2025
36C0001306,TRIHEALTH HOSPITAL DBA TRIHEALTH SURGERY CENTER ANDERSON,7810 FIVE MILE ROAD SUITE B,CINCINNATI,OH,45230,,(513) 977-9640,99,1,0,99,93,5,2,95,94,5,1,96,90,9,1,96,,2759,581,21,10/01/2024,09/30/2025
36C0001307,SURGERY CENTER AT REGENCY PARK,2000 REGENCY CT SUITE 101,TOLEDO,OH,43623,,(419) 882-0003,93,6,1,96,90,6,4,93,80,17,3,90,85,15,0,95,"3,6",274,50,19,10/01/2024,09/30/2025
36C0001308,ONYX AND PEARL SURGICAL SUITES LLC,465 NORTH CLEVELAND AVE SUITE 150,WESTERVILLE,OH,43082,,(614) 918-0030,97,2,1,98,92,7,1,96,88,9,3,94,85,11,4,93,,828,198,24,10/01/2024,09/30/2025
36C0001309,DIALYSIS ACCESS CENTER OF CINCINNATI INC.,"4805 MONTGOMERY ROAD, SUITE 140",CINCINNATI,OH,45212,,(847) 388-2035,97,2,1,98,91,7,2,95,89,10,1,95,83,15,2,93,3,1091,169,15,10/01/2024,09/30/2025
36C0001310,VACCO LLC DBA VACCO AMBULATORY SURGERY CENTER,"815 WEST BROAD STREET, SUITE 320",COLUMBUS,OH,43222,,(847) 388-2035,98,2,0,99,92,6,2,95,94,4,2,96,88,11,1,95,3,1025,151,15,10/01/2024,09/30/2025
36C0001312,LIBERTY ENDOSCOPY CENTER,7630 LIBERTY ONE DR,LIBERTY TOWNSHIP,OH,45044,,(513) 326-9125,98,1,1,99,91,7,2,95,92,7,1,96,91,6,3,95,3,633,188,30,10/01/2024,09/30/2025
36C0001314,OHIO ORTHOPEDIC SURGERY INSTITUTE DBA GROVE CITY SURGERY CENTER,1325 STRINGTOWN ROAD SUITE 100,GROVE CITY,OH,43123,,(614) 991-6900,98,2,0,99,95,4,1,97,94,4,2,97,92,7,1,97,,804,241,30,10/01/2024,09/30/2025
36C0001315,NWO SURGERY CENTER LLC,15028 EAST US ROUTE 224,FINDLAY,OH,45840,,(419) 427-3040,99,1,0,100,92,6,2,95,96,3,1,98,92,7,1,97,,874,197,23,10/01/2024,09/30/2025
36C0001316,BRAINARD SURGERY CENTER,29017 CEDAR ROAD,LYNDHURST,OH,44124,,(000) 000-0000,95,3,2,97,90,7,3,93,85,11,4,93,82,13,5,91,3,696,194,28,10/01/2024,09/30/2025
36C0001319,CENTRAL OHIO ENDOSCOPY CENTER LLC,1025 REFUGEE RD 1ST FLOOR,PICKERINGTON,OH,43147,,(614) 754-5500,96,3,1,97,91,8,1,95,91,6,3,94,87,9,4,93,,778,193,25,10/01/2024,09/30/2025
36C0001321,UH NORTH RIDGEVILLE ENDOSCOPY CENTER LLC,32800 LORAIN RD,NORTH RIDGEVILLE,OH,44039,,(440) 406-5560,99,1,0,99,95,4,1,97,93,5,2,97,92,6,2,96,3,1844,469,25,10/01/2024,09/30/2025
36C0001322,ERIE SHORES SURGERY CENTER LLC,2800 HAYES AVENUE BUILDING E,SANDUSKY,OH,44870,,(000) 000-0000,99,1,0,100,96,4,0,98,94,6,0,97,92,7,1,96,,700,232,33,10/01/2024,09/30/2025
36C0001323,CVP SURGERY CENTERS IVY POINTE,601 IVE GATEWAY SUITE 302,CINCINNATI,OH,45245,,(513) 984-5133,98,2,0,99,92,6,2,95,95,4,1,97,87,12,1,95,3,1595,217,14,10/01/2024,09/30/2025
36C0001324,CASE CENTER FOR SURGERY & ENDOSCOPY LLC,512 NORTH CABLE ROAD,LIMA,OH,45805,,(000) 000-0000,96,4,0,98,90,6,4,93,91,7,2,95,86,14,0,95,"3,6",365,59,16,10/01/2024,09/30/2025
36C0001325,BRADENTON SURGERY CENTER LLC,4930 BRADENTON AVENUE,DUBLIN,OH,43017,,(614) 336-9000,97,3,0,98,88,10,2,93,86,11,3,93,85,7,8,92,"3,10",193,46,24,10/01/2024,09/30/2025
36C0001326,WHEELING HOSPITAL AMBULATORY SURGERY CENTER LLC,68 STATE ROUTE 7,BRIDGEPORT,OH,43912,,(740) 676-6600,99,1,0,99,95,4,1,97,94,5,1,97,94,5,1,98,,3056,984,32,10/01/2024,09/30/2025
36C0001327,THREE GABLES SURGERY CENTER,5897 COUNTY ROAD 107,PROCTORVILLE,OH,45669,,(740) 886-9911,98,2,0,99,92,7,1,95,88,10,2,95,91,7,2,96,,1854,578,31,10/01/2024,09/30/2025
36C0001329,DIALYSIS ACCESS CENTER LLC,8423 MARKET STREET SUITE 210,BOARDMAN,OH,44512,,(330) 629-2855,94,6,0,97,89,8,3,93,86,13,1,95,82,13,5,92,3,502,103,21,10/01/2024,09/30/2025
36C0001330,AVON SURGERY CENTER,36991 AMERICAN WAY SUITE 1,AVON,OH,44011,,(000) 000-0000,97,3,0,98,90,7,3,93,89,8,3,95,88,10,2,95,3,1313,465,35,10/01/2024,09/30/2025
36C0001331,WELLINGTON SPECIALTY SURGERY CENTER LLC,4355 FERGUSON DRIVE SUITE 190,CINICINNATI,OH,45245,,(937) 509-0305,97,3,0,99,95,4,1,97,92,6,2,96,89,9,2,95,3,630,217,34,10/01/2024,09/30/2025
36C0001332,WEST CHESTER SURGICAL SUITES LLC,8742 UNION CENTRE BOULEVARD #8744,WEST CHESTER,OH,45069,,(513) 675-3802,97,3,0,99,93,6,1,96,92,6,2,96,89,10,1,96,,799,279,35,10/01/2024,09/30/2025
36C0001333,THE SURGERY CENTER OF NORTH CENTRAL OHIO,1 EMERALD PARKWAY,NORWALK,OH,44857,,(419) 577-0095,99,1,0,99,97,3,0,98,93,6,1,97,91,8,1,96,,855,338,40,10/01/2024,09/30/2025
36C0001335,DIALYSIS ACCESS CENTER OF CINCINNATIINC,7335 YANKEE ROAD SUITE 101,LIBERTY TOWNSHIP,OH,45044,,(513) 631-4555,97,3,0,98,90,8,2,94,88,10,2,95,82,13,5,91,"3,6",549,97,18,10/01/2024,09/30/2025
36C0001339,PHYSICIANS REGIONAL SURGERY CENTER LLC,103 PLAZA DRIVE SUITE A,SAINT CLAIRSVILLE,OH,43950,,(740) 449-2561,99,1,0,99,94,5,1,96,94,4,2,97,92,6,2,96,"3,6",461,99,22,10/01/2024,09/30/2025
36C0001340,CENTRAL OHIO ENDOSCOPY CENTER LLC,430 ALTAIR PARKWAY SUITE 120,WESTERVILLE,OH,43082,,(000) 000-0000,99,1,0,99,94,5,1,97,91,7,2,96,90,9,1,96,,745,206,28,10/01/2024,09/30/2025
36C0001343,OSU WEXNER MEDICAL CENTER AMUBLATORY SURGERY CENTER NEW ALBANY,6100 NORTH HAMILTON ROAD 2ND FLOOR SUITE 2D,WESTERVILLE,OH,43081,,(614) 814-8434,98,2,0,99,94,5,1,96,94,5,1,97,91,7,2,96,,7934,1338,17,10/01/2024,09/30/2025
36C0001346,WALNUT CREEK SURGICAL SUITES LLC,715 BUCKLES COURT NORTH,GAHANNA,OH,43230,,(614) 694-4333,98,1,1,99,93,6,1,96,93,6,1,97,92,7,1,97,3,448,151,34,10/01/2024,09/30/2025
36C0001348,E-ASC LLC DBA CINCINNATI ORTHOPEDIC SURGERY CENTER,3155 GLENDALE MILFORD ROAD SUITE B,CINCINNATI,OH,45241,,(513) 454-2222,99,1,0,99,95,4,1,97,87,11,2,96,91,8,1,96,3,340,122,36,10/01/2024,09/30/2025
36C0001349,FRESENIUS VASCULAR CARE DAYTON ASC LLC,2016 SPRINGBORO WEST,DAYTON,OH,45439,,(937) 298-6777,98,2,0,99,90,9,1,95,86,13,1,95,82,14,4,91,3,919,129,14,10/01/2024,09/30/2025
36C0001350,OSU WEXNER MEDICAL CENTER ASC DBA OSU WEXNER MEDICAL CENTER ASC DUBLIN,6700 UNIVERSITY BOULEVARD 2ND FLOOR SUITE 2D,DUBLIN,OH,43016,,(614) 814-7777,98,2,0,99,95,4,1,97,94,6,0,97,92,8,0,97,,1637,309,19,10/01/2024,09/30/2025
36C0001351,CAMBRIDGE SURGICAL SUITES LLC,61605 SOUTHGATE ROAD,CAMBRIDGE,OH,43725,,(740) 509-1818,99,1,0,99,94,5,1,96,98,2,0,98,97,2,1,98,3,349,167,48,10/01/2024,09/30/2025
36C0001353,SURGERY CENTER OF SOUTHWEST OHIO LLC DBA THE SURGERY CENTER OF SOUTHWEST OHIO,2210 ARBOR BOULEVARD SUITE 1A,MORAINE,OH,45439,,(937) 952-0201,98,2,0,99,93,6,1,96,86,12,2,94,82,15,3,93,,1701,414,24,10/01/2024,09/30/2025
36C0001356,LORAIN AMHERST SURGERY CENTER DBA UNIVERSITY HOSPITALS AMHERST BEAVER CREEK SURGERY CENTER,915 NORTH LAKE STREET SUITE 100,AMHERST,OH,44001,,(440) 634-5640,99,1,0,99,92,6,2,95,95,4,1,97,89,8,3,95,,1283,434,34,10/01/2024,09/30/2025
36C0001358,SPRINGFIELD REGIONAL OUTPATIENT SURGERY CENTER LLC,2610 NORTH LIMESTONE STREET,SPRINGFIELD,OH,45503,,(937) 390-8310,97,3,0,99,91,8,1,95,91,8,1,95,87,12,1,95,3,752,139,18,10/01/2024,09/30/2025
36C0001361,BLUE ASH ENDOSCOPY CENTER LLC,11333 CORNELL PARK DRIVE SUITE 100,CINCINNATI,OH,45242,,(513) 751-6667,97,3,0,98,89,9,2,93,85,13,2,94,84,14,2,93,3,1494,381,26,10/01/2024,09/30/2025
36C0001364,AULTMAN NORTH SURGICAL PARTNERS LLC DBA ALLIED SURGERY CENTER,6100 WHIPPLE AVENUE NORTHWEST SUITE 200,NORTH CANTON,OH,44720,,(234) 546-1047,98,2,0,99,91,8,1,95,87,10,3,95,80,15,5,91,"3,10",115,31,27,10/01/2024,09/30/2025
37C0001001,UNION PINES SURGERY CENTERLLC,4800 S. 109TH EAST AVE,TULSA,OK,74146,,(918) 742-2502,97,3,0,98,83,13,4,90,92,5,3,96,86,13,1,95,3,952,133,14,10/01/2024,09/30/2025
37C0001003,OKLAHOMA OUTPATIENT SURGERY LIMITED PARTNERSHIP,4317 W. MEMORIAL RD,OKLAHOMA CITY,OK,73134,,(405) 755-6240,97,3,0,98,94,5,1,96,89,9,2,95,86,11,3,94,3,1289,469,36,10/01/2024,09/30/2025
37C0001004,CENTRAL OKLAHOMA AMBULATORY SURGICAL CENTER INC,3301 NW 63RD ST,OKLAHOMA CITY,OK,73116,,(405) 947-3330,99,1,0,99,92,6,2,95,93,7,0,97,95,4,1,98,3,537,103,19,10/01/2024,09/30/2025
37C0001009,HERITAGE EYE SURGERY CENTER LLC,6922 SOUTH WESTERN STE. 102,OKLAHOMA CITY,OK,73139,,(405) 636-1508,97,3,0,99,91,6,3,94,88,9,3,95,78,18,4,90,"3,6",498,69,14,10/01/2024,09/30/2025
37C0001011,PHYSICIANS SURGICAL CENTER LLC,3121 SOUTH TELEPHONE RD,MOORE,OK,73160,,(405) 364-9789,98,2,0,99,92,7,1,95,89,9,2,96,95,5,0,98,3,597,103,17,10/01/2024,09/30/2025
37C0001014,TRIAD EYE INSTITUTE PLLC,6140 S MEMORIAL DR,TULSA,OK,74133,,(918) 252-2020,95,5,0,97,87,10,3,92,78,19,3,92,81,14,5,91,3,530,108,21,10/01/2024,09/30/2025
37C0001022,OKLAHOMA SPINE SURGERY CENTER LLC,13313 NORTH MERIDIAN AVENUE SUITE B,OKLAHOMA CITY,OK,73120,,(405) 849-6979,95,4,1,97,96,3,1,97,86,10,4,93,79,17,4,91,"3,6",308,66,21,10/01/2024,09/30/2025
37C0001024,TRIAD SURGERY CENTER,3615 SOUTHEAST KENTUCKY STREET,BARTLESVILLE,OK,74006,,(918) 333-2020,97,3,0,99,90,8,2,94,91,5,4,95,95,3,2,98,3,543,102,19,10/01/2024,09/30/2025
37C0001026,GI OR NORMAN,1125 NORTH PORTER SUITE 304,NORMAN,OK,73071,,(405) 515-5900,94,5,1,97,88,8,4,92,69,15,16,85,57,32,11,80,"3,6",347,66,19,10/01/2024,09/30/2025
37C0001029,INTEGRIS DDSI ENDOSCOPY CENTERS LLC DBA OKLAHOMA ENDOSCOPY CENTERS,3366 NW EXPRESSWAY SUITE 400,OKLAHOMA CITY,OK,73112,,(405) 702-1300,96,4,0,98,90,8,2,94,79,20,1,94,78,20,2,92,3,6299,1424,23,10/01/2024,09/30/2025
37C0001031,SURGERY CENTER OF ENID INC,1133 W. WILLOW,ENID,OK,73703,,(580) 233-7171,98,2,0,99,89,8,3,93,93,7,0,97,94,6,0,98,3,694,124,18,10/01/2024,09/30/2025
37C0001032,MCGEE EYE SURGERY CENTER LLC,1000 N. LINCOLN BLVD. #150,OKLAHOMA CITY,OK,73104,,(405) 232-8696,97,3,0,98,92,7,1,95,90,7,3,95,88,8,4,94,,1528,403,26,10/01/2024,09/30/2025
37C0001033,CHERRY STREET SURGERY CENTER LLC,1844 E. 15TH ST.,TULSA,OK,74104,,(918) 749-7177,,,,,,,,,,,,,,,,,1,,,,,
37C0001039,TRIAD EYE INSTITUTE PLLC,3131 MILITARY BLVD,MUSKOGEE,OK,74401,,(918) 687-6600,93,5,2,96,90,7,3,93,81,13,6,92,82,14,4,93,"3,6",489,79,17,10/01/2024,09/30/2025
37C0001044,EYE SURGERY CENTER OF TULSA,7191 SOUTH YALE AVE,TULSA,OK,74136,,(918) 524-1600,97,3,0,99,93,6,1,96,90,8,2,95,90,8,2,95,,2938,972,33,10/01/2024,09/30/2025
37C0001048,MCALESTER AMBULATORY SURGERY CENTER LLC,4 EAST CLARK BASS BLVD SUITE 102,MCALESTER,OK,74501,,(918) 421-3952,,,,,,,,,,,,,,,,,1,,,,,
37C0001050,ARDMORE REGIONAL SURGERY CENTER LLC,2002 12TH ST. NW SUITE C,ARDMORE,OK,73401,,(580) 224-0007,98,2,0,99,93,5,2,95,92,7,1,97,90,10,0,97,3,542,148,27,10/01/2024,09/30/2025
37C0001052,TULSA ENDOSCOPY CENTER,4200 EAST SKELLY DR SUITE 100,TULSA,OK,74135,,(918) 728-6010,98,2,0,99,93,6,1,96,92,7,1,96,92,6,2,96,,1713,477,28,10/01/2024,09/30/2025
37C0001054,INTEGRIS DDSI ENDOSCOPY CENTERS LLC DBA OKLAHOMA ENDOSCOPY CENTERS,4201 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73109,,(405) 632-4000,98,2,0,99,94,5,1,97,91,7,2,96,90,8,2,96,3,4024,876,23,10/01/2024,09/30/2025
37C0001055,USPI MEMORIAL SURGERY CENTER,8131 SOUTH MEMORIAL DR SUITE 107,TULSA,OK,74133,,(918) 249-7921,97,3,0,98,89,9,2,93,91,8,1,95,85,14,1,94,,761,222,29,10/01/2024,09/30/2025
37C0001061,WEST NORMAN ENDOSCOPY,3101 WEST TECUMSEH RD SUITE 100,NORMAN,OK,73072,,(405) 515-5900,96,3,1,98,90,8,2,94,89,9,2,95,85,13,2,94,,2088,369,18,10/01/2024,09/30/2025
37C0001062,NORMAN ENDOSCOPY CENTER,1515 NORTH PORTER AVE,NORMAN,OK,73071,,(405) 366-0969,99,1,0,99,95,4,1,97,93,7,0,97,92,8,0,97,3,576,111,19,10/01/2024,09/30/2025
37C0001064,SOUTHWEST EYE SURGERY CENTER,9913 SOUTH MAY,OKLAHOMA CITY,OK,73159,,(405) 703-0614,96,4,0,98,92,7,1,95,80,18,2,94,82,18,0,94,3,491,143,29,10/01/2024,09/30/2025
37C0001065,TEXOMA REGIONAL EYE INSTITUTE LLC,5389 NORTH 1ST AVE,DURANT,OK,74701,,(580) 924-5211,,,,,,,,,,,,,,,,,1,,,,,
37C0001066,CATARACT INSTITUTE OF OKLAHOMA LLC,3840 SOUTH BLVD.,EDMOND,OK,73013,,(405) 834-0532,98,2,0,99,90,7,3,93,93,5,2,97,83,16,1,94,3,566,110,19,10/01/2024,09/30/2025
37C0001067,TULSA AMBULATORY PROCEDURE CENTER LLC,2811 E. 15TH ST. STE 101,TULSA,OK,74104,,(918) 935-3240,91,6,3,94,85,8,7,89,69,28,3,91,87,7,6,93,"3,10",289,38,13,10/01/2024,09/30/2025
37C0001068,ORTHO CENTERAL ASC,3400 WEST TECUMSEH RD SUITE 301,NORMAN,OK,73072,,(405) 801-4200,98,2,0,99,94,5,1,97,96,4,0,98,95,4,1,98,,1578,321,20,10/01/2024,09/30/2025
37C0001069,LANGLEY HOLDINGS LLC,9840 EAST 81ST ST STE 200,TULSA,OK,74133,,(918) 893-9250,96,3,1,98,91,7,2,95,84,10,6,93,84,10,6,91,3,1300,386,30,10/01/2024,09/30/2025
37C0001071,TRIAD EYE INSTITUTE,63223 E 290 RD,GROVE,OK,74344,,(918) 786-3937,96,3,1,97,91,7,2,95,87,10,3,94,84,13,3,93,3,640,120,19,10/01/2024,09/30/2025
37C0001072,TRIAD SURGERY CENTER MCALESTER LLC,1001 E WYANDOHE,MCALESTER,OK,74501,,(918) 302-9232,98,1,1,98,92,5,3,95,90,7,3,95,90,7,3,95,3,559,117,22,10/01/2024,09/30/2025
37C0001073,ADVANCED SURGICAL AND RESEARCH SOLUTIONS,3200 QUAIL SPRINGS PARKWAY SUITE 100,OKLAHOMA CITY,OK,73134,,(405) 701-9899,97,3,0,99,91,8,1,95,96,4,0,98,96,4,0,99,"3,6",290,88,30,10/01/2024,09/30/2025
37C0001074,GSI ASC LLC DBA GASTROENTEROLOGY SPECIALISTS ASC,10210 EAST 91ST STREET SOUTH,TULSA,OK,74133,,(918) 940-8500,97,2,1,98,91,7,2,95,90,8,2,96,91,7,2,96,,1215,258,21,10/01/2024,09/30/2025
37C0001075,APEX SURGERY CENTER,2001 CRADDUCK ROAD,ADA,OK,74820,,(000) 000-0000,99,1,0,99,93,6,1,96,94,5,1,97,93,6,1,97,3,901,252,28,10/01/2024,09/30/2025
37C0001079,GKW ASRS LLC DBA THE SURGERY CENTER AT MERIDIAN PARK,13313 NORTH MERIDIAN AVENUE BUILDING B,OKLAHOMA CITY,OK,73120,,(405) 546-1280,94,5,1,97,88,10,2,93,81,14,5,92,75,20,5,90,3,633,128,20,10/01/2024,09/30/2025
37C0001080,SCISSORTAIL SURGERY CENTER LLC,2811 EAST 15TH STREET SUITE 101,TULSA,OK,74104,,(918) 615-9340,94,5,1,97,85,10,5,90,81,9,10,92,78,14,8,90,"3,10",337,45,14,10/01/2024,09/30/2025
38C0001002,NORTHBANK SURGICAL CENTER,700 BELLEVUE ST. SE SUITE 300,SALEM,OR,97301,,(503) 364-3704,98,2,0,99,96,3,1,98,96,3,1,98,92,6,2,96,3,638,202,32,10/01/2024,09/30/2025
38C0001004,EYE SURGERY CENTER,1408 EAST BARNETT RD,MEDFORD,OR,97504,,(541) 779-2020,96,3,1,98,89,9,2,94,85,11,4,94,82,13,5,91,3,511,201,39,10/01/2024,09/30/2025
38C0001006,NBMC DAY SURGERY INC,1900 WOODLAND DR,COOS BAY,OR,97420,,(541) 267-5151,99,1,0,100,92,7,1,95,91,9,0,96,92,7,1,97,3,661,103,16,10/01/2024,09/30/2025
38C0001007,OREGON EYE SURGERY CENTER INC,1550 OAK ST,EUGENE,OR,97401,,(541) 683-8771,97,2,1,98,84,12,4,90,89,8,3,95,86,9,5,93,3,1388,207,15,10/01/2024,09/30/2025
38C0001009,EYE SURGERY CENTER,2700 14TH AVE SE,ALBANY,OR,97322,,(541) 704-2707,,,,,,,,,,,,,,,,,1,,,,,
38C0001012,THE OREGON CLINIC,19250 SOUTHWEST 90TH AVE,TUALATIN,OR,97062,,(971) 224-3363,98,2,0,99,93,6,1,96,87,11,2,95,88,10,2,95,3,3518,601,17,10/01/2024,09/30/2025
38C0001013,WESTSIDE SURGERY CENTER LLC,13240 SW PACIFIC HWY SUITE 200,TIGARD,OR,97223,,(503) 639-6571,99,1,0,99,93,6,1,96,91,6,3,95,86,11,3,93,,510,215,42,10/01/2024,09/30/2025
38C0001020,MCKENZIE SURGERY CENTER LP,940 COUNTRY CLUB RD.,EUGENE,OR,97401,,(541) 344-2600,99,1,0,99,95,4,1,97,95,4,1,97,94,5,1,98,3,756,276,37,10/01/2024,09/30/2025
38C0001021,JC PITTS ENTERPRISES INC DBA ONTARIO SURGERY CENTER,251 SOUTHWEST 19TH STREET,ONTARIO,OR,97914,,(541) 889-3198,98,1,1,99,90,9,1,94,86,10,4,94,87,10,3,94,3,705,256,36,10/01/2024,09/30/2025
38C0001022,LASER AND SURGICAL EYE CENTER LLC,1333 EAST BARNETT RD,MEDFORD,OR,97504,,(541) 618-1497,96,4,0,98,93,6,1,96,86,12,2,94,88,10,2,95,3,658,207,32,10/01/2024,09/30/2025
38C0001023,DESCHUTES EYE CLINIC INC DBA EYE SURGERY INSTITUTE,1775 SOUTHWEST UMATILLA AVENUE,REDMOND,OR,97756,,(541) 548-7170,98,2,0,99,93,5,2,95,91,7,2,95,88,10,2,95,"3,6",321,69,22,10/01/2024,09/30/2025
38C0001024,SURGERY CENTER OF SOUTHERN OREGON LLC,2798 E. BARNETT RD,MEDFORD,OR,97504,,(541) 608-8669,98,2,0,99,89,9,2,94,83,14,3,94,90,6,4,95,"3,6",536,92,17,10/01/2024,09/30/2025
38C0001025,SOUTH COAST SURGERY CENTER LLC,2699 N. 17TH ST,COOS BAY,OR,97420,,(541) 266-3607,98,2,0,99,93,6,1,97,82,17,1,92,87,12,1,95,3,435,130,30,10/01/2024,09/30/2025
38C0001027,BEND SURGERY CENTER LLC DBA BEND SURGERY CENTER,1303 NORTHEAST CUSHING DR SUITE 200,BEND,OR,97701,,(541) 318-6786,98,2,0,99,94,5,1,97,92,6,2,96,92,5,3,96,,2391,869,36,10/01/2024,09/30/2025
38C0001028,GRANTS PASS SURGERY CENTER,1601 NORTHWEST HAWTHORNE AVE,GRANTS PASS,OR,97526,,(541) 472-4883,99,0,1,99,95,4,1,97,95,4,1,98,94,5,1,97,3,609,261,43,10/01/2024,09/30/2025
38C0001029,KLAMATH SURGEONS LLC,"2640 BIEHN ST, SUITE 2",KLAMATH FALLS,OR,97601,,(541) 884-5559,99,1,0,99,94,5,1,97,94,6,0,97,93,5,2,97,,755,256,34,10/01/2024,09/30/2025
38C0001030,INTERSTATE AMBULATORY SURGERY CENTER,3500 N INTERSTATE AVE.,PORTLAND,OR,97227,,(971) 310-3089,97,3,0,98,94,5,1,97,91,8,1,96,88,10,2,95,,2103,822,39,10/01/2024,09/30/2025
38C0001032,SKYLINE AMBULATORY SURGERY CENTER,5125 SKYLINE RD. SOUTH,SALEM,OR,97306,,(971) 310-3082,98,2,0,99,96,3,1,97,91,8,1,96,88,10,2,95,,2268,774,34,10/01/2024,09/30/2025
38C0001034,PACIFIC SURGERY CENTER,1125 DARLENE LANE SUITE 201,EUGENE,OR,97401,,(541) 683-5488,95,4,1,97,90,9,1,95,78,17,5,91,80,15,5,91,3,346,132,38,10/01/2024,09/30/2025
38C0001036,SALEM LASER AND SURGERY CENTER,1330 COMMERCIAL ST SOUTHEAST,SALEM,OR,97302,,(503) 763-1973,98,2,0,99,96,4,0,98,90,8,2,96,92,6,2,96,,2800,1073,38,10/01/2024,09/30/2025
38C0001037,RIVER ROAD SURGERY CENTER LLC,3099 SOUTH RIVER RD SUITE 100,SALEM,OR,97302,,(503) 361-3094,98,2,0,99,97,3,0,98,92,3,5,95,92,3,5,95,"3,6",217,50,23,10/01/2024,09/30/2025
38C0001038,PACIFIC CATARACT AND LASER INSTITUTE INC PC,"19801 SW 72ND AVE, STE. 150",TUALATIN,OR,97062,,(360) 242-3000,96,3,1,98,88,10,2,93,87,10,3,95,84,13,3,93,3,569,145,26,10/01/2024,09/30/2025
38C0001040,LANE SURGERY CENTER,920 COUNTRY CLUB RD SUITE 220B,EUGENE,OR,97401,,(542) 342-6699,98,2,0,99,91,8,1,95,91,8,1,96,86,12,2,94,3,797,191,24,10/01/2024,09/30/2025
38C0001041,VISION SURGERY AND LASER CENTER LLC,2435 NW KLINE ST,ROSEBURG,OR,97471,,(541) 672-2020,97,3,0,98,92,7,1,95,81,16,3,93,82,18,0,94,3,530,196,37,10/01/2024,09/30/2025
38C0001043,CAPITOL SURGERY CENTER LLC DBA WAVERLY LAKE SURGERY CENTER,633 WAVERLY DR SOUTHEAST,ALBANY,OR,97322,,(541) 918-4210,98,2,0,99,93,6,1,96,90,9,1,95,89,9,2,96,3,681,223,33,10/01/2024,09/30/2025
